,Credit_History,Loan_Status_Y,Gender_Male,Married_Yes,Dependents_1,Dependents_2,Dependents_3+,Education_Not Graduate,Self_Employed_Yes,Property_Area_Semiurban,Property_Area_Urban,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term
330,1.0,True,True,False,True,False,False,False,False,False,True,4384,1793.0,117.0,360.0
331,1.0,True,True,False,False,False,False,False,False,True,False,2935,0.0,98.0,360.0
332,1.0,True,True,False,False,False,False,False,False,False,True,2833,0.0,71.0,360.0
333,1.0,True,True,True,False,False,False,False,False,False,True,63337,0.0,490.0,180.0
334,1.0,True,True,True,True,False,False,False,True,False,True,9833,1833.0,182.0,180.0
335,1.0,True,True,True,False,False,False,False,True,True,False,5503,4490.0,70.0,360.0
336,1.0,True,True,True,True,False,False,False,False,False,False,5250,688.0,160.0,360.0
337,1.0,True,True,True,False,True,False,False,True,False,False,2500,4600.0,176.0,360.0
338,0.0,False,False,False,False,False,True,True,False,False,True,1830,0.0,128.0,360.0
339,1.0,True,False,False,False,False,False,False,False,True,False,4160,0.0,71.0,360.0
340,1.0,False,True,True,False,False,True,True,False,False,False,2647,1587.0,173.0,360.0
341,1.0,False,False,False,False,False,False,False,False,False,False,2378,0.0,46.0,360.0
342,1.0,True,True,True,True,False,False,True,False,False,True,4554,1229.0,158.0,360.0
343,1.0,True,True,True,False,False,True,True,False,True,False,3173,0.0,74.0,360.0
344,1.0,True,True,True,False,True,False,False,False,False,False,2583,2330.0,125.0,360.0
345,1.0,True,True,True,False,False,False,False,False,True,False,2499,2458.0,160.0,360.0
346,0.0,False,True,True,False,False,False,True,False,False,False,3523,3230.0,152.0,360.0
347,1.0,True,True,True,False,True,False,True,False,False,True,3083,2168.0,126.0,360.0
348,1.0,True,True,True,False,False,False,False,False,True,False,6333,4583.0,259.0,360.0
349,1.0,True,True,True,False,False,False,False,False,False,False,2625,6250.0,187.0,360.0
350,1.0,True,True,True,False,False,False,False,False,True,False,9083,0.0,228.0,360.0
351,1.0,False,True,False,False,False,False,False,False,False,False,8750,4167.0,308.0,360.0
352,1.0,True,True,True,False,False,True,False,False,False,False,2666,2083.0,95.0,360.0
353,0.0,False,False,True,False,False,False,False,True,False,False,5500,0.0,105.0,360.0
354,1.0,True,False,True,False,False,False,False,False,True,False,2423,505.0,130.0,360.0
355,1.0,True,False,False,False,False,False,False,False,False,True,3813,0.0,116.0,180.0
356,1.0,True,True,True,False,True,False,False,False,False,False,8333,3167.0,165.0,360.0
357,1.0,False,True,True,True,False,False,False,False,False,True,3875,0.0,67.0,360.0
358,0.0,False,True,True,False,False,False,True,False,False,True,3000,1666.0,100.0,480.0
359,1.0,True,True,True,False,False,True,False,False,True,False,5167,3167.0,200.0,360.0
360,1.0,False,False,False,True,False,False,False,False,True,False,4723,0.0,81.0,360.0
361,1.0,True,True,True,False,True,False,False,False,True,False,5000,3667.0,236.0,360.0
362,1.0,True,True,True,False,False,False,False,False,False,True,4750,2333.0,130.0,360.0
363,1.0,True,True,True,False,False,False,False,False,False,True,3013,3033.0,95.0,300.0
364,1.0,True,True,False,False,False,False,False,True,False,False,6822,0.0,141.0,360.0
365,1.0,False,True,False,False,False,False,True,False,False,False,6216,0.0,133.0,360.0
366,1.0,False,True,False,False,False,False,False,False,True,False,2500,0.0,96.0,480.0
367,0.0,False,True,False,False,False,False,False,False,False,False,5124,0.0,124.0,360.0
368,1.0,True,True,True,True,False,False,False,False,True,False,6325,0.0,175.0,360.0
369,1.0,False,True,True,False,False,False,False,False,False,False,19730,5266.0,570.0,360.0
370,1.0,True,False,False,False,False,False,False,True,True,False,15759,0.0,55.0,360.0
371,1.0,True,True,True,False,True,False,False,False,True,False,5185,0.0,155.0,360.0
372,1.0,True,True,True,False,True,False,False,True,False,False,9323,7873.0,380.0,300.0
373,0.0,False,True,False,True,False,False,False,False,False,True,3062,1987.0,111.0,180.0
374,1.0,True,False,False,False,False,False,False,False,False,True,2764,1459.0,110.0,360.0
375,1.0,True,True,True,False,False,False,False,False,False,True,4817,923.0,120.0,180.0
376,1.0,True,True,True,False,False,True,False,False,False,False,8750,4996.0,130.0,360.0
377,1.0,True,True,True,False,False,False,False,False,True,False,4310,0.0,130.0,360.0
378,1.0,False,True,False,False,False,False,False,False,False,True,3069,0.0,71.0,480.0
379,1.0,True,True,True,False,True,False,False,False,False,True,5391,0.0,130.0,360.0
380,1.0,True,True,True,False,False,False,False,False,True,False,3333,2500.0,128.0,360.0
381,1.0,True,True,False,False,False,False,False,False,True,False,5941,4232.0,296.0,360.0
382,1.0,True,False,False,False,False,False,False,False,False,True,6000,0.0,156.0,360.0
383,1.0,True,True,False,False,False,False,False,True,False,True,7167,0.0,128.0,360.0
384,1.0,False,True,True,False,True,False,False,False,False,True,4566,0.0,100.0,360.0
385,1.0,True,True,False,True,False,False,False,False,False,True,3667,0.0,113.0,180.0
386,1.0,True,True,False,False,False,False,True,False,True,False,2346,1600.0,132.0,360.0
387,0.0,False,True,True,False,False,False,True,False,False,True,3010,3136.0,128.0,360.0
388,1.0,True,True,True,False,False,False,False,False,False,True,2333,2417.0,136.0,360.0
389,1.0,True,True,True,False,False,False,False,False,False,False,5488,0.0,125.0,360.0
390,1.0,True,True,False,False,False,True,False,False,False,False,9167,0.0,185.0,360.0
391,1.0,True,True,True,False,False,True,False,False,False,False,9504,0.0,275.0,360.0
392,1.0,True,True,True,False,False,False,False,False,False,True,2583,2115.0,120.0,360.0
393,1.0,True,True,True,False,True,False,True,False,True,False,1993,1625.0,113.0,180.0
394,1.0,True,True,True,False,True,False,False,False,False,True,3100,1400.0,113.0,360.0
395,1.0,True,True,True,False,True,False,False,False,True,False,3276,484.0,135.0,360.0
396,0.0,False,False,False,False,False,False,False,False,False,True,3180,0.0,71.0,360.0
397,1.0,True,True,True,False,False,False,False,False,False,True,3033,1459.0,95.0,360.0
398,1.0,True,True,False,False,False,False,True,False,False,False,3902,1666.0,109.0,360.0
399,0.0,False,False,False,False,False,False,False,False,True,False,1500,1800.0,103.0,360.0
400,0.0,False,True,True,False,True,False,True,False,False,True,2889,0.0,45.0,180.0
401,1.0,False,True,False,False,False,False,True,False,False,False,2755,0.0,65.0,300.0
402,1.0,True,True,False,False,False,False,False,False,True,False,2500,20000.0,103.0,360.0
403,1.0,True,False,False,False,False,False,True,False,True,False,1963,0.0,53.0,360.0
404,1.0,False,False,False,False,False,False,False,True,False,False,7441,0.0,194.0,360.0
405,1.0,True,False,False,False,False,False,False,False,True,False,4547,0.0,115.0,360.0
406,1.0,True,True,True,False,False,False,True,False,False,True,2167,2400.0,115.0,360.0
407,1.0,True,False,False,False,False,False,True,False,False,False,2213,0.0,66.0,360.0
408,0.0,False,True,True,True,False,False,False,False,True,False,8300,0.0,152.0,300.0
409,0.0,False,True,True,False,False,True,False,False,False,False,81000,0.0,360.0,360.0
410,1.0,False,False,False,True,False,False,True,True,True,False,3867,0.0,62.0,360.0
411,1.0,True,True,True,False,False,False,False,False,False,True,6256,0.0,160.0,360.0
412,0.0,False,True,True,False,False,False,True,False,False,False,6096,0.0,218.0,360.0
413,1.0,True,True,True,False,False,False,True,False,False,False,2253,2033.0,110.0,360.0
414,0.0,False,False,True,False,False,False,True,False,True,False,2149,3237.0,178.0,360.0
415,1.0,True,False,False,False,False,False,False,False,False,True,2995,0.0,60.0,360.0
416,1.0,False,False,False,True,False,False,False,False,False,True,2600,0.0,160.0,360.0
417,1.0,False,True,True,False,True,False,False,True,False,True,1600,20000.0,239.0,360.0
418,1.0,True,True,True,False,False,False,False,False,False,False,1025,2773.0,112.0,360.0
419,1.0,True,True,True,False,False,False,False,False,True,False,3246,1417.0,138.0,360.0
420,1.0,True,True,True,False,False,False,False,False,False,False,5829,0.0,138.0,360.0
421,0.0,False,False,False,False,False,False,True,False,False,True,2720,0.0,80.0,360.0
422,1.0,True,True,True,False,False,False,False,False,False,True,1820,1719.0,100.0,360.0
423,0.0,False,True,True,True,False,False,False,False,False,True,7250,1667.0,110.0,360.0
424,1.0,True,True,True,False,False,False,False,False,True,False,14880,0.0,96.0,360.0
425,1.0,True,True,True,False,False,False,False,False,False,False,2666,4300.0,121.0,360.0
426,1.0,False,False,False,True,False,False,True,False,False,False,4606,0.0,81.0,360.0
427,1.0,True,True,True,False,True,False,False,False,True,False,5935,0.0,133.0,360.0
428,1.0,True,True,True,False,False,False,False,False,False,False,2920,16.12000084,87.0,360.0
429,1.0,True,True,False,False,False,False,True,False,False,True,2717,0.0,60.0,180.0
430,1.0,True,False,False,True,False,False,False,True,True,False,8624,0.0,150.0,360.0
431,0.0,False,True,False,False,False,False,False,False,False,False,6500,0.0,105.0,360.0
432,1.0,True,True,False,False,False,False,False,False,True,False,12876,0.0,405.0,360.0
433,1.0,True,True,True,False,False,False,False,False,True,False,2425,2340.0,143.0,360.0
434,1.0,True,True,False,False,False,False,False,False,False,True,3750,0.0,100.0,360.0
435,1.0,True,False,True,False,False,False,False,False,True,False,10047,0.0,128.0,240.0
436,1.0,True,True,False,False,False,False,False,False,True,False,1926,1851.0,50.0,360.0
437,1.0,True,True,True,False,False,False,False,False,False,True,2213,1125.0,128.0,360.0
438,0.0,False,True,False,False,False,False,False,True,False,True,10416,0.0,187.0,360.0
439,1.0,True,False,True,False,False,False,True,True,False,False,7142,0.0,138.0,360.0
440,1.0,True,True,False,False,False,False,False,False,True,False,3660,5064.0,187.0,360.0
441,1.0,True,True,True,False,False,False,False,False,False,False,7901,1833.0,180.0,360.0
442,1.0,True,True,False,False,False,True,True,False,True,False,4707,1993.0,148.0,360.0
443,1.0,True,True,False,True,False,False,False,False,True,False,37719,0.0,152.0,360.0
444,1.0,True,True,True,False,False,False,False,False,False,False,7333,8333.0,175.0,300.0
445,1.0,True,True,True,True,False,False,False,True,False,False,3466,1210.0,130.0,360.0
446,1.0,True,True,True,False,True,False,True,False,False,False,4652,0.0,110.0,360.0
447,1.0,False,True,True,False,False,False,False,False,False,False,3539,1376.0,55.0,360.0
448,0.0,False,True,True,False,True,False,False,False,False,False,3340,1710.0,150.0,360.0
449,1.0,False,True,False,True,False,False,True,True,True,False,2769,1542.0,190.0,360.0
450,0.0,False,True,True,False,True,False,True,False,False,False,2309,1255.0,125.0,360.0
451,1.0,True,True,True,False,True,False,True,False,False,True,1958,1456.0,60.0,300.0
452,0.0,False,True,True,False,False,False,False,False,False,False,3948,1733.0,149.0,360.0
453,0.0,True,True,True,False,False,False,False,False,False,False,2483,2466.0,90.0,180.0
454,1.0,True,True,False,False,False,False,False,True,True,False,7085,0.0,84.0,360.0
455,1.0,True,True,True,False,True,False,False,False,True,False,3859,0.0,96.0,360.0
456,1.0,True,True,True,False,False,False,False,False,False,True,4301,0.0,118.0,360.0
457,1.0,False,True,True,False,False,False,False,False,False,True,3708,2569.0,173.0,360.0
458,1.0,True,True,False,False,True,False,False,False,False,False,4354,0.0,136.0,360.0
459,1.0,False,True,True,False,False,False,False,False,True,False,8334,0.0,160.0,360.0
460,1.0,True,True,True,False,False,False,False,True,True,False,2083,4083.0,160.0,360.0
461,1.0,True,True,True,False,False,True,False,False,False,True,7740,0.0,128.0,180.0
462,1.0,True,True,True,False,False,False,False,False,False,False,3015,2188.0,153.0,360.0
463,1.0,True,False,False,True,False,False,True,False,True,False,5191,0.0,132.0,360.0
464,0.0,False,True,False,False,False,False,False,False,True,False,4166,0.0,98.0,360.0
465,1.0,True,True,False,False,False,False,False,False,False,False,6000,0.0,140.0,360.0
466,0.0,False,True,True,False,False,True,True,False,False,True,2947,1664.0,70.0,180.0
467,1.0,True,True,True,False,False,False,False,False,True,False,16692,0.0,110.0,360.0
468,1.0,True,False,True,False,True,False,True,False,True,False,210,2917.0,98.0,360.0
469,1.0,False,True,True,False,False,False,False,False,False,True,4333,2451.0,110.0,360.0
470,1.0,True,True,True,True,False,False,False,True,True,False,3450,2079.0,162.0,360.0
471,0.0,False,True,True,True,False,False,True,False,False,False,2653,1500.0,113.0,180.0
472,1.0,True,True,True,False,False,True,False,False,True,False,4691,0.0,100.0,360.0
473,1.0,True,False,False,False,False,False,False,True,False,True,2500,0.0,93.0,360.0
474,1.0,True,True,False,False,True,False,False,False,False,False,5532,4648.0,162.0,360.0
475,1.0,True,True,True,False,True,False,False,True,False,False,16525,1014.0,150.0,360.0
476,1.0,True,True,True,False,True,False,False,False,True,False,6700,1750.0,230.0,300.0
477,0.0,False,True,True,False,True,False,False,False,True,False,2873,1872.0,132.0,360.0
478,1.0,True,True,True,True,False,False,False,True,True,False,16667,2250.0,86.0,360.0
479,1.0,False,True,True,False,True,False,False,False,False,True,2947,1603.0,128.0,360.0
480,1.0,True,False,False,False,False,False,True,False,False,False,4350,0.0,154.0,360.0
481,1.0,True,True,True,False,False,True,True,False,False,False,3095,0.0,113.0,360.0
482,1.0,True,True,True,False,False,False,False,False,True,False,2083,3150.0,128.0,360.0
483,1.0,True,True,True,False,False,False,False,False,True,False,10833,0.0,234.0,360.0
484,1.0,True,True,True,False,True,False,False,False,True,False,8333,0.0,246.0,360.0
485,1.0,True,True,True,True,False,False,True,False,False,False,1958,2436.0,131.0,360.0
486,0.0,False,True,False,False,True,False,False,False,False,False,3547,0.0,80.0,360.0
487,1.0,False,True,True,True,False,False,False,False,False,True,18333,0.0,500.0,360.0
488,1.0,True,True,True,False,True,False,False,True,True,False,4583,2083.0,160.0,360.0
489,1.0,False,True,False,False,False,False,False,False,False,True,2435,0.0,75.0,360.0
490,1.0,True,True,False,False,False,False,True,False,True,False,2699,2785.0,96.0,360.0
491,1.0,True,True,True,True,False,False,True,False,False,True,5333,1131.0,186.0,360.0
492,1.0,True,True,False,False,False,False,True,False,False,False,3691,0.0,110.0,360.0
493,1.0,True,False,False,False,False,False,True,True,True,False,17263,0.0,225.0,360.0
494,0.0,False,True,True,False,False,False,False,False,False,False,3597,2157.0,119.0,360.0
495,1.0,True,False,True,True,False,False,False,False,True,False,3326,913.0,105.0,84.0
496,1.0,True,True,True,False,False,False,True,False,False,False,2600,1700.0,107.0,360.0
497,1.0,True,True,True,False,False,False,False,False,False,True,4625,2857.0,111.0,12.0
498,1.0,True,True,True,True,False,False,False,True,True,False,2895,0.0,95.0,360.0
499,0.0,False,True,False,False,False,False,False,False,False,False,6283,4416.0,209.0,360.0
500,1.0,True,False,False,False,False,False,False,False,False,False,645,3683.0,113.0,480.0
501,1.0,True,False,False,False,False,False,False,False,True,False,3159,0.0,100.0,360.0
502,1.0,True,True,True,False,True,False,False,False,True,False,4865,5624.0,208.0,360.0
503,1.0,False,True,True,True,False,False,True,False,False,False,4050,5302.0,138.0,360.0
504,1.0,True,True,True,False,False,False,True,False,True,False,3814,1483.0,124.0,300.0
505,1.0,True,True,True,False,True,False,False,False,False,False,3510,4416.0,243.0,360.0
506,1.0,True,True,True,False,False,False,False,False,False,True,20833,6667.0,480.0,360.0
507,1.0,False,True,False,False,False,False,False,False,False,True,3583,0.0,96.0,360.0
508,1.0,True,True,True,False,False,False,False,True,False,True,2479,3013.0,188.0,360.0
509,1.0,True,False,False,True,False,False,False,False,False,True,13262,0.0,40.0,360.0
510,1.0,False,True,False,False,False,False,True,False,False,False,3598,1287.0,100.0,360.0
511,1.0,True,True,True,True,False,False,False,False,True,False,6065,2004.0,250.0,360.0
512,1.0,True,True,True,False,True,False,False,False,False,True,3283,2035.0,148.0,360.0
513,1.0,False,True,True,False,False,False,False,False,True,False,2130,6666.0,70.0,180.0
514,1.0,False,True,False,False,False,False,False,False,False,False,5815,3666.0,311.0,360.0
515,1.0,True,True,True,False,False,True,False,False,False,False,3466,3428.0,150.0,360.0
516,1.0,True,False,True,False,True,False,False,False,True,False,2031,1632.0,113.0,480.0
517,0.0,False,True,True,False,False,False,True,False,True,False,3074,1800.0,123.0,360.0
518,1.0,False,True,False,False,False,False,False,False,True,False,4683,1915.0,185.0,360.0
519,1.0,False,False,False,False,False,False,True,False,False,False,3400,0.0,95.0,360.0
520,1.0,True,True,True,False,True,False,True,False,True,False,2192,1742.0,45.0,360.0
521,1.0,True,True,False,False,False,False,False,False,True,False,2500,0.0,55.0,360.0
522,1.0,True,True,True,False,False,True,False,True,False,False,5677,1424.0,100.0,360.0
523,1.0,True,True,True,False,True,False,False,True,False,False,7948,7166.0,480.0,360.0
524,1.0,False,True,False,False,False,False,False,False,True,False,4680,2087.0,128.0,360.0
525,1.0,True,True,True,False,True,False,False,True,False,False,17500,0.0,400.0,360.0
526,1.0,True,True,True,False,False,False,False,False,True,False,3775,0.0,110.0,360.0
527,0.0,True,True,True,True,False,False,True,False,True,False,5285,1430.0,161.0,360.0
528,1.0,True,True,False,True,False,False,True,False,True,False,2679,1302.0,94.0,360.0
529,1.0,True,True,False,False,False,False,True,False,True,False,6783,0.0,130.0,360.0
530,1.0,True,True,True,False,False,False,False,False,False,False,1025,5500.0,216.0,360.0
531,1.0,True,True,True,False,False,True,False,False,False,True,4281,0.0,100.0,360.0
532,0.0,False,True,False,False,True,False,False,False,False,False,3588,0.0,110.0,360.0
533,1.0,False,True,False,True,False,False,False,False,True,False,11250,0.0,196.0,360.0
534,1.0,True,False,False,False,False,False,True,True,False,True,18165,0.0,125.0,360.0
535,1.0,True,True,False,False,False,False,True,False,False,False,2550,2042.0,126.0,360.0
536,1.0,True,True,True,False,False,False,False,False,False,True,6133,3906.0,324.0,360.0
537,1.0,True,True,False,False,True,False,False,False,True,False,3617,0.0,107.0,360.0
538,1.0,False,True,True,False,False,False,True,False,False,False,2917,536.0,66.0,360.0
539,1.0,True,True,True,False,False,True,False,False,False,False,6417,0.0,157.0,180.0
540,1.0,True,False,True,True,False,False,False,False,True,False,4608,2845.0,140.0,180.0
541,0.0,False,False,False,False,False,False,False,False,True,False,2138,0.0,99.0,360.0
542,1.0,True,False,False,True,False,False,False,False,True,False,3652,0.0,95.0,360.0
543,1.0,True,True,True,True,False,False,True,False,False,True,2239,2524.0,128.0,360.0
544,1.0,True,False,True,False,False,False,True,False,True,False,3017,663.0,102.0,360.0
545,1.0,True,True,True,False,False,False,False,False,False,False,2768,1950.0,155.0,360.0
546,1.0,False,True,False,False,False,False,True,False,True,False,3358,0.0,80.0,36.0
547,1.0,True,True,False,False,False,False,False,False,False,False,2526,1783.0,145.0,360.0
548,0.0,False,False,False,False,False,False,False,False,True,False,5000,0.0,103.0,360.0
549,1.0,True,True,True,False,False,False,False,False,False,False,2785,2016.0,110.0,360.0
550,0.0,False,True,True,False,True,False,False,True,False,False,6633,0.0,128.0,360.0
551,1.0,True,True,True,True,False,False,True,False,False,False,2492,2375.0,128.0,360.0
552,1.0,True,True,True,True,False,False,False,False,False,True,3333,3250.0,158.0,360.0
553,0.0,False,True,True,False,False,False,True,False,False,True,2454,2333.0,181.0,360.0
554,0.0,False,True,True,False,False,False,False,False,False,False,3593,4266.0,132.0,180.0
555,1.0,True,True,True,True,False,False,False,False,True,False,5468,1032.0,26.0,360.0
556,1.0,True,False,False,False,False,False,False,False,False,True,2667,1625.0,84.0,360.0
557,1.0,True,True,True,False,False,True,False,True,True,False,10139,0.0,260.0,360.0
558,1.0,True,True,True,False,False,False,False,False,True,False,3887,2669.0,162.0,360.0
559,1.0,True,False,True,False,False,False,False,False,True,False,4180,2306.0,182.0,360.0
560,1.0,True,True,True,False,True,False,True,False,True,False,3675,242.0,108.0,360.0
561,1.0,True,False,True,True,False,False,False,True,True,False,19484,0.0,600.0,360.0
562,1.0,True,True,True,False,False,False,False,False,False,False,5923,2054.0,211.0,360.0
563,1.0,True,True,False,False,False,False,True,True,True,False,5800,0.0,132.0,360.0
564,0.0,False,True,True,False,True,False,False,False,False,True,8799,0.0,258.0,360.0
565,1.0,True,True,True,False,False,False,True,False,False,False,4467,0.0,120.0,360.0
566,1.0,True,True,False,False,False,False,False,False,False,True,3333,0.0,70.0,360.0
567,0.0,False,True,True,False,False,True,False,False,False,False,3400,2500.0,123.0,360.0
568,1.0,False,False,False,False,False,False,False,False,False,True,2378,0.0,9.0,360.0
569,0.0,False,True,True,False,False,False,False,False,False,True,3166,2064.0,104.0,360.0
570,1.0,True,True,True,True,False,False,False,False,False,True,3417,1750.0,186.0,360.0
571,0.0,False,True,True,False,False,False,False,False,False,True,5116,1451.0,165.0,360.0
572,1.0,True,True,True,False,True,False,False,False,False,True,16666,0.0,275.0,360.0
573,1.0,False,True,True,False,True,False,True,False,True,False,6125,1625.0,187.0,480.0
574,1.0,False,True,True,False,False,True,False,False,True,False,6406,0.0,150.0,360.0
575,1.0,True,True,True,False,True,False,False,False,False,True,3159,461.0,108.0,84.0
576,0.0,False,True,True,False,False,False,False,False,True,False,3087,2210.0,136.0,360.0
577,1.0,True,True,False,False,False,False,False,False,False,True,3229,2739.0,110.0,360.0
578,1.0,True,True,True,True,False,False,False,False,False,False,1782,2232.0,107.0,360.0
579,1.0,True,True,False,False,False,False,False,False,False,True,3182,2917.0,161.0,360.0
580,1.0,True,True,True,False,True,False,False,False,True,False,6540,0.0,205.0,360.0
581,1.0,False,True,False,False,False,False,False,False,False,True,1836,33837.0,90.0,360.0
582,1.0,True,False,True,False,False,False,False,False,True,False,3166,0.0,36.0,360.0
583,1.0,False,True,True,True,False,False,False,False,False,False,1880,0.0,61.0,360.0
584,0.0,False,True,True,True,False,False,False,False,False,False,2787,1917.0,146.0,360.0
585,1.0,False,True,True,True,False,False,False,False,False,False,4283,3000.0,172.0,84.0
586,1.0,True,True,True,False,False,False,False,False,False,True,2297,1522.0,104.0,360.0
587,1.0,True,False,False,False,False,False,True,False,True,False,2165,0.0,70.0,360.0
588,1.0,True,True,False,False,False,False,False,False,True,False,4750,0.0,94.0,360.0
589,0.0,False,True,True,False,True,False,False,True,True,False,2726,0.0,106.0,360.0
590,1.0,True,True,True,False,False,False,False,False,True,False,3000,3416.0,56.0,180.0
591,1.0,False,True,True,False,True,False,False,True,True,False,6000,0.0,205.0,240.0
592,1.0,True,True,False,False,False,True,False,True,True,False,9357,0.0,292.0,360.0
593,1.0,True,True,True,False,False,False,False,False,False,False,3859,3300.0,142.0,180.0
594,1.0,True,True,True,False,False,False,False,True,False,True,16120,0.0,260.0,360.0
595,1.0,True,True,False,False,False,False,True,False,False,False,3833,0.0,110.0,360.0
596,1.0,False,True,True,False,True,False,True,True,False,False,6383,1000.0,187.0,360.0
597,0.0,False,True,False,False,False,False,False,False,True,False,2987,0.0,88.0,360.0
598,1.0,True,True,True,False,False,False,False,True,False,False,9963,0.0,180.0,360.0
599,1.0,True,True,True,False,True,False,False,False,False,True,5780,0.0,192.0,360.0
600,1.0,False,False,False,False,False,True,False,False,False,True,416,41667.0,350.0,180.0
601,1.0,True,True,True,False,False,False,True,False,False,False,2894,2792.0,155.0,360.0
602,1.0,True,True,True,False,False,True,False,False,False,True,5703,0.0,128.0,360.0
603,1.0,True,True,False,False,False,False,False,False,False,False,3676,4301.0,172.0,360.0
604,1.0,True,False,True,True,False,False,False,False,True,False,12000,0.0,496.0,360.0
605,1.0,False,True,True,False,False,False,True,False,False,True,2400,3800.0,128.0,180.0
606,1.0,True,True,True,True,False,False,False,False,True,False,3400,2500.0,173.0,360.0
607,1.0,True,True,True,False,True,False,True,False,False,False,3987,1411.0,157.0,360.0
608,1.0,True,True,True,False,False,False,False,False,False,False,3232,1950.0,108.0,360.0
609,1.0,True,False,False,False,False,False,False,False,False,False,2900,0.0,71.0,360.0
610,1.0,True,True,True,False,False,True,False,False,False,False,4106,0.0,40.0,180.0
611,1.0,True,True,True,True,False,False,False,False,False,True,8072,240.0,253.0,360.0
612,1.0,True,True,True,False,True,False,False,False,False,True,7583,0.0,187.0,360.0
613,0.0,False,False,False,False,False,False,False,True,True,False,4583,0.0,133.0,360.0
